reward_mean,reward_max,reward_std
2.9,5.0,0.9433981132056604
2.8,5.0,0.8717797887081347
2.8,5.0,0.8717797887081347
2.3,5.0,0.9
2.9,5.0,0.8306623862918074
2.6,5.0,0.9165151389911681
2.8,5.0,0.9797958971132713
2.6,5.0,0.9165151389911681
2.5,5.0,0.9219544457292888
2.7,5.0,0.9
3.0,5.0,0.7745966692414834
2.6,5.0,0.9165151389911681
2.7,5.0,0.9
2.8,5.0,0.9797958971132713
2.7,5.0,0.9
2.9,5.0,0.8306623862918074
2.8,5.0,0.9797958971132713
2.9,5.0,0.9433981132056604
2.7,5.0,1.004987562112089
2.7,5.0,0.9
2.3,5.0,0.9
2.8,5.0,0.9797958971132713
2.6,5.0,0.9165151389911681
2.5,5.0,0.9219544457292888
3.0,5.0,0.7745966692414834
3.0,5.0,0.8944271909999159
2.7,5.0,0.9
2.6,5.0,0.9165151389911681
2.6,5.0,1.0198039027185568
2.9,5.0,0.8306623862918074
3.2,5.0,0.7483314773547882
2.8,5.0,0.8717797887081347
2.8,5.0,0.9797958971132713
2.8,5.0,0.8717797887081347
2.5,5.0,0.9219544457292888
3.3,5.0,0.6403124237432849
2.7,5.0,0.9
2.9,5.0,0.8306623862918074
2.7,5.0,0.9
2.8,5.0,0.8717797887081347
2.9,5.0,0.8306623862918074
2.7,5.0,0.9
2.8,5.0,0.8717797887081347
2.5,5.0,0.9219544457292888
3.2,5.0,0.7483314773547882
3.3,5.0,0.9
3.2,5.0,0.6
3.2,5.0,0.6
2.8,5.0,0.8717797887081347
3.2,5.0,0.6
3.5,5.0,0.6708203932499369
2.6,5.0,0.9165151389911681
3.1,5.0,0.7000000000000001
3.1,5.0,0.8306623862918076
3.1,5.0,0.7000000000000001
2.9,5.0,0.8306623862918074
2.9,5.0,0.8306623862918074
3.2,5.0,0.8717797887081347
3.2,5.0,0.6
3.4,5.0,0.66332495807108
3.3,5.0,0.6403124237432849
2.9,5.0,0.8306623862918074
2.8,5.0,0.8717797887081347
2.7,5.0,0.9
3.2,5.0,0.7483314773547882
2.9,5.0,0.8306623862918074
2.7,5.0,0.9
3.2,5.0,0.6
2.6,5.0,0.9165151389911681
3.2,5.0,0.6
3.1,5.0,0.8306623862918076
2.9,5.0,0.9433981132056604
3.0,5.0,0.8944271909999159
3.4,6.0,1.1135528725660044
2.5,6.0,1.2041594578792296
3.0,6.0,1.0954451150103321
2.6,6.0,1.2
3.0,6.0,1.0954451150103321
3.1,6.0,1.044030650891055
3.0,6.0,1.1832159566199232
3.0,6.0,1.1832159566199232
3.1,6.0,1.044030650891055
2.8,6.0,1.1661903789690602
3.1,6.0,1.044030650891055
3.1,6.0,1.1357816691600549
2.8,6.0,1.1661903789690602
3.0,6.0,1.0954451150103321
2.8,6.0,1.1661903789690602
3.0,6.0,1.1832159566199232
2.9,6.0,1.1357816691600549
2.7,6.0,1.1874342087037917
2.8,6.0,1.1661903789690602
2.6,6.0,1.2
2.8,6.0,1.1661903789690602
2.5,6.0,1.2041594578792296
2.7,6.0,1.1874342087037917
2.7,6.0,1.1874342087037917
3.0,6.0,1.0954451150103321
2.8,6.0,1.1661903789690602
2.5,6.0,1.2041594578792296
2.7,6.0,1.1874342087037917
2.6,6.0,1.2
2.7,6.0,1.1874342087037917
3.1,6.0,1.044030650891055
2.5,6.0,1.2041594578792296
2.5,6.0,1.2041594578792296
2.7,6.0,1.1874342087037917
2.8,6.0,1.1661903789690602
2.9,6.0,1.2206555615733703
3.0,6.0,1.1832159566199232
2.7,6.0,1.1874342087037917
2.4,6.0,1.2000000000000002
2.6,6.0,1.2
2.8,6.0,1.1661903789690602
2.9,6.0,1.2206555615733703
2.9,6.0,1.1357816691600549
2.5,6.0,1.2041594578792296
2.7,6.0,1.1874342087037917
2.8,6.0,1.1661903789690602
2.5,6.0,1.2041594578792296
2.6,6.0,1.2
2.6,6.0,1.2
2.5,6.0,1.2041594578792296
2.5,6.0,1.2041594578792296
2.8,6.0,1.1661903789690602
2.9,6.0,1.1357816691600549
2.7,6.0,1.1874342087037917
2.5,6.0,1.2041594578792296
2.9,6.0,1.1357816691600549
3.0,6.0,1.0954451150103321
2.7,6.0,1.1874342087037917
2.7,6.0,1.1874342087037917
2.8,6.0,1.1661903789690602
2.6,6.0,1.2
2.8,6.0,1.1661903789690602
2.8,6.0,1.1661903789690602
2.5,6.0,1.2041594578792296
2.9,6.0,1.2206555615733703
3.1,6.0,1.044030650891055
2.8,6.0,1.1661903789690602
2.8,6.0,1.2489995996796797
2.7,6.0,1.1874342087037917
2.6,6.0,1.2
2.7,6.0,1.1874342087037917
2.6,6.0,1.2
2.6,6.0,1.2
2.6,6.0,1.2
2.5,6.0,1.2041594578792296
2.5,6.0,1.2041594578792296
2.6,6.0,1.2
2.6,6.0,1.2
2.9,6.0,1.2206555615733703
2.5,6.0,1.2041594578792296
2.6,6.0,1.2
2.5,6.0,1.2041594578792296
2.7,6.0,1.1874342087037917
2.5,6.0,1.2041594578792296
2.4,6.0,1.2000000000000002
2.7,6.0,1.1874342087037917
2.4,6.0,1.2000000000000002
2.5,6.0,1.2041594578792296
2.4,6.0,1.2000000000000002
2.4,6.0,1.2000000000000002
2.8,6.0,1.1661903789690602
2.7,6.0,1.1874342087037917
2.5,6.0,1.2041594578792296
2.6,6.0,1.2
2.7,6.0,1.1874342087037917
2.4,6.0,1.2000000000000002
3.0,6.0,1.1832159566199232
2.4,6.0,1.2000000000000002
2.4,6.0,1.2000000000000002
2.7,6.0,1.1874342087037917
2.6,6.0,1.2
3.3,6.0,1.004987562112089
3.2,6.0,1.077032961426901
2.6,6.0,1.2
2.9,6.0,1.1357816691600549
3.3,6.0,0.9
2.8,6.0,1.1661903789690602
2.9,6.0,1.1357816691600549
3.1,6.0,1.044030650891055
2.8,6.0,1.1661903789690602
2.7,6.0,1.1874342087037917
3.0,6.0,1.0954451150103321
2.9,6.0,1.1357816691600549
2.6,6.0,1.2
2.8,6.0,1.1661903789690602
2.8,6.0,1.1661903789690602
3.3,6.0,0.9
2.7,6.0,1.1874342087037917
3.1,6.0,1.1357816691600549
2.7,6.0,1.1874342087037917
2.9,6.0,1.1357816691600549
2.8,6.0,1.2489995996796797
2.5,6.0,1.2041594578792296
2.9,6.0,1.1357816691600549
2.6,6.0,1.2
3.0,6.0,1.1832159566199232
2.6,6.0,1.2
2.6,6.0,1.2
